"","ID","Name","Sex","Age","Height","Weight","Team","NOC","Games","Year","Season","City","Sport","Event","Medal"
"165",21338,"Kate Christowitz","F",25,184,76,"South Africa","RSA","2016 Summer",2016,"Summer","Rio de Janeiro","Rowing","Rowing Women's Coxless Pairs",NA
"166",90749,"Luca Fernanda Palermo","F",30,173,59,"Argentina","ARG","2016 Summer",2016,"Summer","Rio de Janeiro","Rowing","Rowing Women's Single Sculls",NA
"167",10632,"Gaper Berlot","M",23,184,70,"Slovenia","SLO","2014 Winter",2014,"Winter","Sochi","Nordic Combined","Nordic Combined Men's Large Hill / 10 km, Individual",NA
"168",73112,"William Stewart ""Bill"" MacMillan","M",24,178,84,"Canada","CAN","1968 Winter",1968,"Winter","Grenoble","Ice Hockey","Ice Hockey Men's Ice Hockey","Bronze"
"169",29812,"David Doyle","M",23,192,93,"Australia","AUS","1984 Summer",1984,"Summer","Los Angeles","Rowing","Rowing Men's Coxless Fours",NA
"170",117944,"Yoshie Takahashi","F",24,NA,NA,"Japan","JPN","1956 Summer",1956,"Summer","Melbourne","Athletics","Athletics Women's Long Jump",NA
"171",4636,"John A. Anzrah","M",29,176,70,"Kenya","KEN","1984 Summer",1984,"Summer","Los Angeles","Athletics","Athletics Men's 4 x 400 metres Relay",NA
"172",15034,"Anne Briand-Bouthiaux","F",29,174,52,"France","FRA","1998 Winter",1998,"Winter","Nagano","Biathlon","Biathlon Women's 15 kilometres",NA
"173",27623,"Joel Dennerley","M",29,195,91,"Australia","AUS","2016 Summer",2016,"Summer","Rio de Janeiro","Water Polo","Water Polo Men's Water Polo",NA
"174",92164,"Lennox Mervin ""Lenny"" Paul","M",39,182,92,"Great Britain-1","GBR","1998 Winter",1998,"Winter","Nagano","Bobsleigh","Bobsleigh Men's Two",NA
"175",14303,"Bruno Boyadjian","M",29,170,68,"France","FRA","1988 Summer",1988,"Summer","Seoul","Water Polo","Water Polo Men's Water Polo",NA
"176",91968,"R. Pastorino","M",NA,NA,NA,"Italy","ITA","1906 Summer",1906,"Summer","Athina","Shooting","Shooting Men's Military Rifle, Kneeling Or Standing, 300 metres",NA
"177",52801,"Ivan Yanev Ivanov","M",21,158,56,"Bulgaria","BUL","1996 Summer",1996,"Summer","Atlanta","Gymnastics","Gymnastics Men's Horizontal Bar",NA
"178",40742,"George Gleason","M",21,198,100,"United States Virgin Islands","ISV","2000 Summer",2000,"Summer","Sydney","Swimming","Swimming Men's 200 metres Individual Medley",NA
"179",77150,"Massimiliano Mazzucchi","M",19,170,62,"Italy","ITA","2000 Summer",2000,"Summer","Sydney","Diving","Diving Men's Platform",NA
"180",50209,"Max Houben","M",37,168,NA,"Belgium-2","BEL","1936 Winter",1936,"Winter","Garmisch-Partenkirchen","Bobsleigh","Bobsleigh Men's Two",NA
"181",79541,"Clment Mignon","M",23,187,75,"France","FRA","2016 Summer",2016,"Summer","Rio de Janeiro","Swimming","Swimming Men's 100 metres Freestyle",NA
"182",116945,"Frida Linna Johanna Svensson","F",26,181,75,"Sweden","SWE","2008 Summer",2008,"Summer","Beijing","Rowing","Rowing Women's Single Sculls",NA
"183",77304,"Frederick Richard ""Fred"" McCarthy","M",26,NA,NA,"Canada","CAN","1908 Summer",1908,"Summer","London","Cycling","Cycling Men's 5,000 metres",NA
"184",103721,"Raissa Ruus (Dijastinova-)","F",29,172,55,"Soviet Union","URS","1972 Summer",1972,"Summer","Munich","Athletics","Athletics Women's 800 metres",NA
"185",76000,"Shigemori Maruyama","M",21,176,65,"Japan","JPN","1988 Summer",1988,"Summer","Seoul","Swimming","Swimming Men's 100 metres Backstroke",NA
"186",61717,"Kristel Arianne Kbrich Schmipl","F",19,170,60,"Chile","CHI","2004 Summer",2004,"Summer","Athina","Swimming","Swimming Women's 400 metres Freestyle",NA
"187",98007,"Jahon Qurbanov","M",22,186,81,"Tajikistan","TJK","2008 Summer",2008,"Summer","Beijing","Boxing","Boxing Men's Light-Heavyweight",NA
"188",35218,"Michela Figini (-Camozzi)","F",21,168,61,"Switzerland","SUI","1988 Winter",1988,"Winter","Calgary","Alpine Skiing","Alpine Skiing Women's Giant Slalom",NA
"189",45076,"Grard Hallet","M",22,185,80,"France","FRA","1968 Summer",1968,"Summer","Mexico City","Football","Football Men's Football",NA
"190",98703,"Beverly Sue Ramos","F",28,168,52,"Puerto Rico","PUR","2016 Summer",2016,"Summer","Rio de Janeiro","Athletics","Athletics Women's Marathon",NA
"191",12398,"Marc Blume","M",26,180,68,"Germany","GER","2000 Summer",2000,"Summer","Sydney","Athletics","Athletics Men's 100 metres",NA
"192",8570,"Slavcho Todorov Batinkov","M",22,178,64,"Bulgaria","BUL","1992 Winter",1992,"Winter","Albertville","Cross Country Skiing","Cross Country Skiing Men's 10/15 kilometres Pursuit",NA
"193",101206,"Philippe Sebastien Rizzo","M",23,165,64,"Australia","AUS","2004 Summer",2004,"Summer","Athina","Gymnastics","Gymnastics Men's Parallel Bars",NA
"194",75218,"Didrik Marksten","M",20,NA,NA,"Norway","NOR","1992 Winter",1992,"Winter","Albertville","Alpine Skiing","Alpine Skiing Men's Slalom",NA
"195",73581,"Yasser Mahmoud","M",28,168,75,"Egypt","EGY","2004 Summer",2004,"Summer","Athina","Fencing","Fencing Men's epee, Team",NA
"196",51069,"Robert Edward ""Bob"" Hunter","M",17,NA,NA,"United States","USA","1904 Summer",1904,"Summer","St. Louis","Golf","Golf Men's Individual",NA
"197",18566,"Lorenzo Carri Esteban","M",22,176,100,"Spain","ESP","1996 Summer",1996,"Summer","Atlanta","Weightlifting","Weightlifting Men's Heavyweight I",NA
"198",4205,"Louis Andrieux","M",NA,NA,NA,"Belgium","BEL","1920 Summer",1920,"Summer","Antwerpen","Shooting","Shooting Men's Small Bore-Rifle, Standing, 50 metres, Team",NA
"199",112384,"Roger David Smith","M",28,183,78,"Australia","AUS","1988 Summer",1988,"Summer","Seoul","Hockey","Hockey Men's Hockey",NA
"200",75861,"Renato Martini","M",22,170,65,"Italy","ITA","1972 Summer",1972,"Summer","Munich","Athletics","Athletics Men's Marathon",NA
"201",117830,"Karl Taillepierre","M",27,176,64,"France","FRA","2004 Summer",2004,"Summer","Athina","Athletics","Athletics Men's Triple Jump",NA
"202",47117,"Frederike Johanna Maria ""Femke"" Heemskerk","F",20,180,68,"Netherlands","NED","2008 Summer",2008,"Summer","Beijing","Swimming","Swimming Women's 4 x 200 metres Freestyle Relay",NA
"203",101580,"Michael Paul Rock","M",21,178,79,"Great Britain","GBR","2008 Summer",2008,"Summer","Beijing","Swimming","Swimming Men's 100 metres Butterfly",NA
"204",35726,"Herv Flandin","M",22,181,73,"France","FRA","1988 Winter",1988,"Winter","Calgary","Biathlon","Biathlon Men's 4 x 7.5 kilometres Relay",NA
"205",6870,"Paul Rudolf Baier","M",20,NA,NA,"Germany","GER","1912 Summer",1912,"Summer","Stockholm","Cycling","Cycling Men's Road Race, Team",NA
"206",107392,"Heinrich Karl Scholz","M",55,NA,NA,"Austria","AUT","1936 Summer",1936,"Summer","Berlin","Art Competitions","Art Competitions Mixed Sculpturing, Unknown Event",NA
"207",23321,"Dino Costantini","M",47,178,66,"Italy","ITA","1988 Summer",1988,"Summer","Seoul","Equestrianism","Equestrianism Mixed Three-Day Event, Team",NA
"208",52296,"Vasile Iorga","M",27,170,84,"Romania","ROU","1972 Summer",1972,"Summer","Munich","Wrestling","Wrestling Men's Middleweight, Freestyle","Bronze"
"209",60417,"Kiminobu Kimura","M",21,180,85,"Japan","JPN","1992 Winter",1992,"Winter","Albertville","Alpine Skiing","Alpine Skiing Men's Giant Slalom",NA
"210",27764,"Charles Andr Juchault des Jammonires","M",34,NA,NA,"France","FRA","1936 Summer",1936,"Summer","Berlin","Shooting","Shooting Men's Rapid-Fire Pistol, 25 metres",NA
"211",15152,"Anthony Wellesley ""Tony"" Briscoe","M",NA,NA,NA,"South Africa","RSA","1956 Summer",1956,"Summer","Melbourne","Swimming","Swimming Men's 400 metres Freestyle",NA
"212",124306,"Dillianne van den Boogaard","F",21,178,66,"Netherlands","NED","1996 Summer",1996,"Summer","Atlanta","Hockey","Hockey Women's Hockey","Bronze"
"213",125653,"Manuel Alberto Vega Tamayo","M",29,191,85,"Cuba","CUB","2004 Summer",2004,"Summer","Athina","Baseball","Baseball Men's Baseball","Gold"
"214",81756,"Georgios Moraitinis","M",NA,NA,NA,"Greece","GRE","1920 Summer",1920,"Summer","Antwerpen","Shooting","Shooting Men's Free Rifle, Three Positions, 300 metres, Team",NA
"215",14863,"George Thomas Breen","M",21,183,83,"United States","USA","1956 Summer",1956,"Summer","Melbourne","Swimming","Swimming Men's 4 x 200 metres Freestyle Relay","Silver"
"216",33839,"Vasilios Falangas","M",NA,NA,NA,"Lemzos Thorichton ""Psara""-3","GRE","1906 Summer",1906,"Summer","Athina","Rowing","Rowing Men's 17-Man Naval Rowing Boats",NA
"217",21816,"Kirsten Lee Clark (-Rickenbach)","F",24,167,66,"United States","USA","2002 Winter",2002,"Winter","Salt Lake City","Alpine Skiing","Alpine Skiing Women's Downhill",NA
"218",94921,"Jorge Pina Prez","M",23,181,76,"Spain","ESP","2000 Summer",2000,"Summer","Sydney","Fencing","Fencing Men's Sabre, Team",NA
"219",24727,"Oscar Sotero da Silva","M",40,173,NA,"Brazil","BRA","1960 Summer",1960,"Summer","Roma","Equestrianism","Equestrianism Mixed Jumping, Individual",NA
"220",123457,"Marcin Urba","M",27,180,77,"Poland","POL","2004 Summer",2004,"Summer","Athina","Athletics","Athletics Men's 4 x 100 metres Relay",NA
"221",11951,"Ole Einar Bjrndalen","M",24,178,65,"Norway","NOR","1998 Winter",1998,"Winter","Nagano","Biathlon","Biathlon Men's 4 x 7.5 kilometres Relay","Silver"
"222",31086,"E. Dyson","M",NA,NA,NA,"Great Britain","GBR","1908 Summer",1908,"Summer","London","Gymnastics","Gymnastics Men's Individual All-Around",NA
"223",43745,"Nilo Martins Guimares","M",27,180,72,"Brazil","BRA","1984 Summer",1984,"Summer","Los Angeles","Basketball","Basketball Men's Basketball",NA
"224",67705,"Fabrice LeClerc","M",28,188,89,"France","FRA","1996 Summer",1996,"Summer","Atlanta","Rowing","Rowing Men's Quadruple Sculls",NA
"225",113997,"Daniel Sproule","M",26,180,76,"Australia","AUS","2000 Summer",2000,"Summer","Sydney","Hockey","Hockey Men's Hockey","Bronze"
"226",72804,"Alexandre Mabboux","M",18,173,60,"France","FRA","2010 Winter",2010,"Winter","Vancouver","Ski Jumping","Ski Jumping Men's Normal Hill, Individual",NA
"227",17522,"Luis Calvet Sandoz","M",32,NA,NA,"Spain","ESP","1920 Summer",1920,"Summer","Antwerpen","Shooting","Shooting Men's Military Rifle, 300 metres and 600 metres, Prone, Team",NA
"228",51995,"Runa Imai","F",15,163,50,"Japan","JPN","2016 Summer",2016,"Summer","Rio de Janeiro","Swimming","Swimming Women's 200 metres Individual Medley",NA
"229",38297,"Lyubomir Ganev","M",22,210,105,"Bulgaria","BUL","1988 Summer",1988,"Summer","Seoul","Volleyball","Volleyball Men's Volleyball",NA
"230",50932,"Justin Grant Huish","M",21,177,79,"United States","USA","1996 Summer",1996,"Summer","Atlanta","Archery","Archery Men's Team","Gold"
"231",118933,"Peter Taylor","M",24,189,70,"New Zealand","NZL","2008 Summer",2008,"Summer","Beijing","Rowing","Rowing Men's Lightweight Double Sculls",NA
"232",109373,"George Donald Shaw, II","M",25,183,81,"United States","USA","1956 Summer",1956,"Summer","Melbourne","Athletics","Athletics Men's Triple Jump",NA
"233",22934,"Frederick Cooper","M",46,NA,NA,"Great Britain","GBR","1956 Summer",1956,"Summer","Melbourne","Shooting","Shooting Men's Rapid-Fire Pistol, 25 metres",NA
"234",68340,"Ugo Legrand","M",23,175,73,"France","FRA","2012 Summer",2012,"Summer","London","Judo","Judo Men's Lightweight","Bronze"
"235",72163,"Luk Kwok Sun","M",31,173,70,"Hong Kong","HKG","1992 Summer",1992,"Summer","Barcelona","Canoeing","Canoeing Men's Kayak Doubles, 500 metres",NA
"236",97595,"Heather Mary Purnell","F",17,161,56,"Canada","CAN","2004 Summer",2004,"Summer","Athina","Gymnastics","Gymnastics Women's Balance Beam",NA
"237",52387,"William Archibald ""Bill"" Irwin","M",27,NA,NA,"Canada","CAN","1948 Winter",1948,"Winter","Sankt Moritz","Nordic Combined","Nordic Combined Men's Individual",NA
"238",105588,"Luis Miguel Santillana Fraile","M",28,204,92,"Spain","ESP","1980 Summer",1980,"Summer","Moskva","Basketball","Basketball Men's Basketball",NA
"239",70301,"Edward Theodore ""Ed"" Ling","M",33,180,80,"Great Britain","GBR","2016 Summer",2016,"Summer","Rio de Janeiro","Shooting","Shooting Men's Trap","Bronze"
"240",17734,"Marvin Julian Campbell","M",31,173,73,"Great Britain","GBR","1992 Summer",1992,"Summer","Barcelona","Gymnastics","Gymnastics Men's Pommelled Horse",NA
"241",85551,"Anne Jessica Newberry-Ransehousen","F",25,169,52,"United States","USA","1964 Summer",1964,"Summer","Tokyo","Equestrianism","Equestrianism Mixed Dressage, Individual",NA
"242",19586,"Davit Gochayevich Chakvetadze","M",23,174,85,"Russia","RUS","2016 Summer",2016,"Summer","Rio de Janeiro","Wrestling","Wrestling Men's Light-Heavyweight, Greco-Roman","Gold"
"243",55431,"Charles Ambrose ""Mickey"" Johnson","M",18,NA,NA,"Bermuda","BER","1952 Summer",1952,"Summer","Helsinki","Diving","Diving Men's Springboard",NA
"244",132413,"Yan Ming","F",18,168,56,"China","CHN","1988 Summer",1988,"Summer","Seoul","Swimming","Swimming Women's 400 metres Freestyle",NA
"245",116249,"Roberts Suharevs","M",22,184,100,"Latvia","LAT","1992 Winter",1992,"Winter","Albertville","Luge","Luge Mixed (Men)'s Doubles",NA
"246",96666,"Toini Kylikki Pysti (Mikkola-)","F",26,162,53,"Finland","FIN","1960 Winter",1960,"Winter","Squaw Valley","Cross Country Skiing","Cross Country Skiing Women's 3 x 5 kilometres Relay","Bronze"
"247",133428,"Vera Yefimovna Yugova (-Zabelina, -Kuznetsova)","F",19,NA,NA,"Soviet Union","URS","1956 Summer",1956,"Summer","Melbourne","Athletics","Athletics Women's 200 metres",NA
"248",12135,"Mara Gimena Blanco","F",20,165,60,"Argentina","ARG","2008 Summer",2008,"Summer","Beijing","Football","Football Women's Football",NA
"249",17650,"Tiago Henrique de Oliveira Camilo","M",34,180,90,"Brazil","BRA","2016 Summer",2016,"Summer","Rio de Janeiro","Judo","Judo Men's Middleweight",NA
"250",20143,"Cipriano Chemello","M",23,174,74,"Italy","ITA","1968 Summer",1968,"Summer","Mexico City","Cycling","Cycling Men's Individual Pursuit, 4,000 metres",NA
"251",67872,"Lee Gang-Seok","M",20,176,77,"South Korea","KOR","2006 Winter",2006,"Winter","Torino","Speed Skating","Speed Skating Men's 1,000 metres",NA
"252",121217,"Klmn Toronyi","M",24,180,84,"Hungary","HUN","1980 Summer",1980,"Summer","Moskva","Rowing","Rowing Men's Coxed Eights",NA
"253",54599,"Jeong Ui-Myeong","M",24,172,66,"South Korea","KOR","2006 Winter",2006,"Winter","Torino","Cross Country Skiing","Cross Country Skiing Men's 15 kilometres",NA
"254",3169,"Jos Luis lvarez Gil de Tejada","M",23,NA,NA,"Spain","ESP","1992 Summer",1992,"Summer","Barcelona","Fencing","Fencing Men's Sabre, Team",NA
"255",61257,"Reiner Klimke","M",32,184,66,"West Germany","FRG","1968 Summer",1968,"Summer","Mexico City","Equestrianism","Equestrianism Mixed Dressage, Individual","Bronze"
"256",25947,"Clment Flix de Boissire","M",25,NA,NA,"France","FRA","1900 Summer",1900,"Summer","Paris","Fencing","Fencing Men's Sabre, Individual",NA
"257",77644,"John Vincent McIntyre","M",19,NA,NA,"United States","USA","1948 Summer",1948,"Summer","London","Rowing","Rowing Men's Coxed Pairs",NA
"258",3187,"Roberto Adolfo Alvrez Hojel","M",28,NA,NA,"Mexico","MEX","1988 Winter",1988,"Winter","Calgary","Cross Country Skiing","Cross Country Skiing Men's 30 kilometres",NA
"259",56514,"Madeleine Carole Kaboud Mebam","F",30,178,64,"Cameroon","CMR","2008 Summer",2008,"Summer","Beijing","Athletics","Athletics Women's 400 metres Hurdles",NA
"260",99342,"Andrea Re","M",32,185,73,"Italy","ITA","1996 Summer",1996,"Summer","Atlanta","Rowing","Rowing Men's Lightweight Coxless Fours",NA
"261",132709,"Oksana Aleksandrovna Yatskaya","F",31,161,54,"Kazakhstan","KAZ","2010 Winter",2010,"Winter","Vancouver","Cross Country Skiing","Cross Country Skiing Women's Sprint",NA
"262",79485,"Tom Middleton","M",24,188,70,"Great Britain","GBR","2000 Summer",2000,"Summer","Sydney","Rowing","Rowing Men's Lightweight Double Sculls",NA
"263",108310,"Heinz Seidel","M",32,167,60,"Germany","GER","1964 Winter",1964,"Winter","Innsbruck","Cross Country Skiing","Cross Country Skiing Men's 4 x 10 kilometres Relay",NA
"264",98145,"Ambika Radhika","F",23,NA,NA,"India","IND","1996 Summer",1996,"Summer","Atlanta","Table Tennis","Table Tennis Women's Singles",NA
"265",66094,"Marcel Lalu","M",30,NA,NA,"France","FRA","1912 Summer",1912,"Summer","Stockholm","Gymnastics","Gymnastics Men's Individual All-Around",NA
"266",4452,"Jacques Anquetil","M",18,NA,NA,"France","FRA","1952 Summer",1952,"Summer","Helsinki","Cycling","Cycling Men's Road Race, Team","Bronze"
"267",116247,"Mojca Suhadolc","F",23,169,62,"Slovenia","SLO","1998 Winter",1998,"Winter","Nagano","Alpine Skiing","Alpine Skiing Women's Super G",NA
"268",50983,"David Gerard M. Humble","M",25,183,76,"Canada","CAN","1992 Summer",1992,"Summer","Barcelona","Badminton","Badminton Men's Singles",NA
"269",95178,"Alexandra Jane ""Sandra"" Pisani","F",29,174,71,"Australia","AUS","1988 Summer",1988,"Summer","Seoul","Hockey","Hockey Women's Hockey","Gold"
"270",91386,"Joseph Parent","M",NA,NA,NA,"France","FRA","1908 Summer",1908,"Summer","London","Gymnastics","Gymnastics Men's Team All-Around",NA
"271",64469,"Zdzisaw Ludwik Krzyszkowiak","M",27,172,59,"Poland","POL","1956 Summer",1956,"Summer","Melbourne","Athletics","Athletics Men's 3,000 metres Steeplechase",NA
"272",12233,"Holly Bethan Bleasdale-Bradshaw","F",24,175,67,"Great Britain","GBR","2016 Summer",2016,"Summer","Rio de Janeiro","Athletics","Athletics Women's Pole Vault",NA
"273",80341,"Nataliya Yevgenyevna Mishkutyonok (-Shepherd, -Hainline)","F",21,159,50,"Unified Team-1","EUN","1992 Winter",1992,"Winter","Albertville","Figure Skating","Figure Skating Mixed Pairs","Gold"
"274",72626,"Jair K. Lynch","M",24,162,59,"United States","USA","1996 Summer",1996,"Summer","Atlanta","Gymnastics","Gymnastics Men's Horizontal Bar",NA
"275",97371,"Enrico Pucci","M",NA,NA,74,"Italy","ITA","1924 Summer",1924,"Summer","Paris","Weightlifting","Weightlifting Men's Middleweight",NA
"276",26265,"Juan Mara de la Fuente","M",27,181,74,"Argentina","ARG","2004 Summer",2004,"Summer","Athina","Sailing","Sailing Men's Two Person Dinghy",NA
"277",108225,"Kevin ""Clyde"" Sefton","M",25,174,68,"Australia","AUS","1976 Summer",1976,"Summer","Montreal","Cycling","Cycling Men's 100 kilometres Team Time Trial",NA
"278",12946,"Ato Jabari Boldon","M",26,176,75,"Trinidad and Tobago","TTO","2000 Summer",2000,"Summer","Sydney","Athletics","Athletics Men's 100 metres","Silver"
"279",65599,"Pasquale La Ragione","M",20,171,81,"Italy","ITA","1964 Summer",1964,"Summer","Tokyo","Fencing","Fencing Men's Foil, Individual",NA
"280",15676,"Roland Brckner","M",24,172,65,"East Germany","GDR","1980 Summer",1980,"Summer","Moskva","Gymnastics","Gymnastics Men's Floor Exercise","Gold"
"281",35279,"Olga Fikotov-Connolly","F",39,180,80,"United States","USA","1972 Summer",1972,"Summer","Munich","Athletics","Athletics Women's Discus Throw",NA
"282",72837,"Scott Macartney","M",24,180,92,"United States","USA","2002 Winter",2002,"Winter","Salt Lake City","Alpine Skiing","Alpine Skiing Men's Downhill",NA
"283",133239,"Wayne Robert Young","M",24,165,56,"United States","USA","1976 Summer",1976,"Summer","Montreal","Gymnastics","Gymnastics Men's Pommelled Horse",NA
"284",41641,"Rodrigo Gonzlez Sesma","M",24,190,83,"Mexico","MEX","1992 Summer",1992,"Summer","Barcelona","Swimming","Swimming Men's 100 metres Freestyle",NA
"285",9471,"Nicolae Bejenaru","M",24,163,59,"Romania","ROU","1992 Summer",1992,"Summer","Barcelona","Gymnastics","Gymnastics Men's Horizontal Bar",NA
"286",30151,"Andrey Drygin","M",28,180,82,"Tajikistan","TJK","2006 Winter",2006,"Winter","Torino","Alpine Skiing","Alpine Skiing Men's Downhill",NA
