"","Data.as.of","Start.week","End.Week","State","Sex","Age.group","COVID.19.Deaths","Total.Deaths","Pneumonia.Deaths","Pneumonia.and.COVID.19.Deaths","Influenza.Deaths","Pneumonia..Influenza..or.COVID.19.Deaths","Footnote"
"187","07/22/2020","02/01/2020","07/11/2020","Colorado","Female","45-54 years",16,450,28,NA,NA,42,"One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards."
"188","07/22/2020","02/01/2020","07/11/2020","Colorado","Female","55-64 years",41,968,78,26,11,104,""
"189","07/22/2020","02/01/2020","07/11/2020","Colorado","Female","65-74 years",115,1621,135,56,NA,201,"One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards."
"190","07/22/2020","02/01/2020","07/11/2020","Colorado","Female","75-84 years",200,2237,227,94,NA,338,"One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards."
"191","07/22/2020","02/01/2020","07/11/2020","Colorado","Female","85 years and over",342,3837,337,167,13,525,""
"192","07/22/2020","02/01/2020","07/11/2020","Colorado","Female","All ages",724,9687,825,352,48,1242,""
"193","07/22/2020","02/01/2020","07/11/2020","Colorado","Unknown","All ages",0,NA,0,0,0,0,"One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards."
"194","07/22/2020","02/01/2020","07/11/2020","Colorado Total","All","All Ages",1643,20916,1888,846,95,2775,""
"195","07/22/2020","02/01/2020","07/11/2020","Connecticut","Male","Under 1 year",0,28,0,0,0,0,""
"196","07/22/2020","02/01/2020","07/11/2020","Connecticut","Male","1-4 years",0,NA,0,0,NA,NA,"One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards."
"197","07/22/2020","02/01/2020","07/11/2020","Connecticut","Male","5-14 years",0,NA,0,0,0,0,"One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards."
"198","07/22/2020","02/01/2020","07/11/2020","Connecticut","Male","15-24 years",NA,68,0,0,0,NA,"One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards."
"199","07/22/2020","02/01/2020","07/11/2020","Connecticut","Male","25-34 years",NA,194,NA,NA,NA,14,"One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards."
"200","07/22/2020","02/01/2020","07/11/2020","Connecticut","Male","35-44 years",16,223,NA,NA,0,22,"One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards."
"201","07/22/2020","02/01/2020","07/11/2020","Connecticut","Male","45-54 years",69,453,26,13,NA,85,"One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards."
"202","07/22/2020","02/01/2020","07/11/2020","Connecticut","Male","55-64 years",213,1048,86,49,NA,253,"One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards."
"203","07/22/2020","02/01/2020","07/11/2020","Connecticut","Male","65-74 years",429,1575,175,113,10,498,""
"204","07/22/2020","02/01/2020","07/11/2020","Connecticut","Male","75-84 years",538,1973,229,129,NA,646,"One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards."
"205","07/22/2020","02/01/2020","07/11/2020","Connecticut","Male","85 years and over",675,2480,320,164,NA,840,"One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards."
"206","07/22/2020","02/01/2020","07/11/2020","Connecticut","Male","All ages",1950,8049,850,472,35,2360,""
"207","07/22/2020","02/01/2020","07/11/2020","Connecticut","Female","Under 1 year",0,24,0,0,0,0,""
"208","07/22/2020","02/01/2020","07/11/2020","Connecticut","Female","1-4 years",0,NA,0,0,0,0,"One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards."
"209","07/22/2020","02/01/2020","07/11/2020","Connecticut","Female","5-14 years",0,NA,0,0,0,0,"One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards."
"210","07/22/2020","02/01/2020","07/11/2020","Connecticut","Female","15-24 years",NA,33,NA,0,0,NA,"One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards."
"211","07/22/2020","02/01/2020","07/11/2020","Connecticut","Female","25-34 years",NA,56,NA,NA,NA,NA,"One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards."
"212","07/22/2020","02/01/2020","07/11/2020","Connecticut","Female","35-44 years",NA,115,NA,0,0,13,"One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards."
"213","07/22/2020","02/01/2020","07/11/2020","Connecticut","Female","45-54 years",26,234,10,NA,NA,34,"One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards."
"214","07/22/2020","02/01/2020","07/11/2020","Connecticut","Female","55-64 years",109,623,49,25,NA,138,"One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards."
"215","07/22/2020","02/01/2020","07/11/2020","Connecticut","Female","65-74 years",273,1113,137,67,NA,346,"One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards."
"216","07/22/2020","02/01/2020","07/11/2020","Connecticut","Female","75-84 years",521,1997,213,123,13,624,""
"217","07/22/2020","02/01/2020","07/11/2020","Connecticut","Female","85 years and over",1138,4149,385,209,11,1325,""
"218","07/22/2020","02/01/2020","07/11/2020","Connecticut","Female","All ages",2081,8354,800,431,37,2487,""
"219","07/22/2020","02/01/2020","07/11/2020","Connecticut","Unknown","All ages",0,24,NA,0,NA,NA,"One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards."
"220","07/22/2020","02/01/2020","07/11/2020","Connecticut Total","All","All Ages",4031,16427,1651,903,73,4849,""
"221","07/22/2020","02/01/2020","07/11/2020","Delaware","Male","Under 1 year",0,11,0,0,0,0,""
"222","07/22/2020","02/01/2020","07/11/2020","Delaware","Male","1-4 years",0,NA,0,0,0,0,"One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards."
"223","07/22/2020","02/01/2020","07/11/2020","Delaware","Male","5-14 years",0,NA,0,0,0,0,"One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards."
"224","07/22/2020","02/01/2020","07/11/2020","Delaware","Male","15-24 years",NA,26,NA,0,0,NA,"One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards."
"225","07/22/2020","02/01/2020","07/11/2020","Delaware","Male","25-34 years",NA,67,NA,NA,0,NA,"One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards."
"226","07/22/2020","02/01/2020","07/11/2020","Delaware","Male","35-44 years",NA,79,NA,NA,0,NA,"One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards."
"227","07/22/2020","02/01/2020","07/11/2020","Delaware","Male","45-54 years",10,145,NA,NA,0,15,"One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards."
"228","07/22/2020","02/01/2020","07/11/2020","Delaware","Male","55-64 years",29,326,23,15,0,37,""
"229","07/22/2020","02/01/2020","07/11/2020","Delaware","Male","65-74 years",66,541,62,31,NA,98,"One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards."
"230","07/22/2020","02/01/2020","07/11/2020","Delaware","Male","75-84 years",67,584,43,25,NA,88,"One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards."
"231","07/22/2020","02/01/2020","07/11/2020","Delaware","Male","85 years and over",63,573,48,27,NA,85,"One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards."
"232","07/22/2020","02/01/2020","07/11/2020","Delaware","Male","All ages",242,2360,189,104,NA,332,"One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards."
"233","07/22/2020","02/01/2020","07/11/2020","Delaware","Female","Under 1 year",0,11,0,0,0,0,""
"234","07/22/2020","02/01/2020","07/11/2020","Delaware","Female","1-4 years",0,NA,0,0,0,0,"One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards."
"235","07/22/2020","02/01/2020","07/11/2020","Delaware","Female","5-14 years",0,NA,NA,0,0,NA,"One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards."
"236","07/22/2020","02/01/2020","07/11/2020","Delaware","Female","15-24 years",NA,12,0,0,0,NA,"One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards."
"237","07/22/2020","02/01/2020","07/11/2020","Delaware","Female","25-34 years",NA,20,NA,NA,0,NA,"One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards."
"238","07/22/2020","02/01/2020","07/11/2020","Delaware","Female","35-44 years",NA,53,NA,NA,NA,NA,"One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards."
"239","07/22/2020","02/01/2020","07/11/2020","Delaware","Female","45-54 years",15,86,NA,NA,0,18,"One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards."
"240","07/22/2020","02/01/2020","07/11/2020","Delaware","Female","55-64 years",20,244,21,10,NA,33,"One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards."
"241","07/22/2020","02/01/2020","07/11/2020","Delaware","Female","65-74 years",40,438,42,15,NA,70,"One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards."
"242","07/22/2020","02/01/2020","07/11/2020","Delaware","Female","75-84 years",65,619,59,24,NA,101,"One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards."
"243","07/22/2020","02/01/2020","07/11/2020","Delaware","Female","85 years and over",128,974,85,37,NA,180,"One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards."
"244","07/22/2020","02/01/2020","07/11/2020","Delaware","Female","All ages",275,2463,223,96,11,413,""
"245","07/22/2020","02/01/2020","07/11/2020","Delaware","Unknown","All ages",0,0,0,0,0,0,""
"246","07/22/2020","02/01/2020","07/11/2020","Delaware Total","All","All Ages",517,4823,412,200,16,745,""
"247","07/22/2020","02/01/2020","07/11/2020","District of Columbia","Male","Under 1 year",NA,24,0,0,0,NA,"One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards."
"248","07/22/2020","02/01/2020","07/11/2020","District of Columbia","Male","1-4 years",0,NA,0,0,0,0,"One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards."
"249","07/22/2020","02/01/2020","07/11/2020","District of Columbia","Male","5-14 years",0,NA,NA,0,0,NA,"One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards."
"250","07/22/2020","02/01/2020","07/11/2020","District of Columbia","Male","15-24 years",0,51,NA,0,0,NA,"One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards."
"251","07/22/2020","02/01/2020","07/11/2020","District of Columbia","Male","25-34 years",NA,81,NA,NA,0,NA,"One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards."
"252","07/22/2020","02/01/2020","07/11/2020","District of Columbia","Male","35-44 years",16,110,17,15,NA,19,"One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards."
"253","07/22/2020","02/01/2020","07/11/2020","District of Columbia","Male","45-54 years",40,175,45,40,NA,46,"One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards."
"254","07/22/2020","02/01/2020","07/11/2020","District of Columbia","Male","55-64 years",67,375,88,63,NA,93,"One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards."
"255","07/22/2020","02/01/2020","07/11/2020","District of Columbia","Male","65-74 years",117,491,145,116,NA,147,"One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards."
"256","07/22/2020","02/01/2020","07/11/2020","District of Columbia","Male","75-84 years",78,340,101,77,0,102,""
"257","07/22/2020","02/01/2020","07/11/2020","District of Columbia","Male","85 years and over",56,296,66,55,NA,68,"One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards."
